id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22610532,No disponible,155443398,Luis,,Benito Juárez,19.36556,-99.15626,Private room,49991,2,0,,,4,0
30043309,Rombo IV,207171317,Casa,,Miguel Hidalgo,19.40059,-99.25531,Entire home/apt,47792,2,0,,,1,364
32946121,BALENCIAGA at LOMAS,21661414,Jorge,,Miguel Hidalgo,19.42126,-99.20434,Entire home/apt,39993,1,0,,,1,365
23100799,Historical Palace in Centro,103716258,César Y Carolina,,Cuauhtémoc,19.4334,-99.13256,Entire home/apt,36705,1,1,3/23/2019,0.32,1,285
29333380,DEPARTAMENTO SEMI AMUEBLADO 222 TORRE 1,220979508,Victor,,Cuauhtémoc,19.429,-99.16136,Entire home/apt,35003,29,0,,,1,364
29258852,Polanco Deluxe,210139395,Paulette,,Miguel Hidalgo,19.43548,-99.18621,Entire home/apt,34411,2,14,5/27/2019,1.76,3,171
21471248,"New, Private and Fully Equipped Centrical Apt 1",29942496,Felipe,,Miguel Hidalgo,19.39586,-99.24048,Entire home/apt,32537,2,24,6/21/2019,1.19,6,340
32156446,Se renta departamento con amenidades,241225512,Alfredo,,Benito Juárez,19.37648,-99.15854,Entire home/apt,29000,1,0,,,1,365
21577118,Cozy Centrical fully Equipped  one Bedroom Apt 3,29942496,Felipe,,Miguel Hidalgo,19.394,-99.23923,Entire home/apt,28943,2,18,2/11/2019,1.14,6,252
10261077,Charming 1900's House for Events,5974590,Chris,,Cuauhtémoc,19.40176,-99.16663,Entire home/apt,28675,1,2,5/28/2017,0.06,16,364
15423429,Habitación con excelente paisaje,98850558,Tania Anahi,,Iztapalapa,19.37241,-99.07494,Private room,28675,5,0,,,1,365
17980798,Excelente ubicación WTC,73623367,Hector,,Benito Juárez,19.39607,-99.17516,Private room,28675,1,0,,,2,365
25225454,An amazing place to gather in the heart of Mexico,179081031,Julian,,Coyoacán,19.34096,-99.16598,Private room,28675,1,1,2/23/2019,0.25,6,89
26304957,Suite las aguilas,180372174,Victor,,Álvaro Obregón,19.34228,-99.24865,Shared room,28675,1,0,,,1,178
15075511,Polanco Group Stays | from 6 to 12 pax,10764020,Kike,,Miguel Hidalgo,19.42982,-99.19179,Entire home/apt,26764,1,0,,,44,351
5152753,Charming apt near w hotel Mexico,21751095,Logan,,Miguel Hidalgo,19.4337,-99.19181,Entire home/apt,25005,6,10,9/20/2015,0.19,1,365
31392401,Departamento en renta AMORES,235129694,Emiliana,,Benito Juárez,19.3972,-99.162,Entire home/apt,25005,1,0,,,1,365
958470,Studio with Bath in Etiopia,5215017,Javier,,Benito Juárez,19.39332,-99.16233,Shared room,24298,1,0,,,1,365
6871835,WTC México Napoles.,36014559,Jorge,,Benito Juárez,19.39443,-99.17394,Entire home/apt,23973,1,40,6/22/2017,0.82,1,114
35711916,El Patio 77 Boutique B&B,87973,Diego,,Cuauhtémoc,19.44246,-99.16373,Private room,22998,1,0,,,9,300
18021063,cuarto tranquilo en el sur del DF,69092379,Eduardo Froylan,,Xochimilco,19.28494,-99.10893,Private room,22940,1,0,,,1,365
22901028,Large groups (from 8 to 40 guests) at Condesa.,61276494,Caste,,Cuauhtémoc,19.4147,-99.17995,Entire home/apt,22940,3,0,,,7,282
19751363,Precioso departamento en la Roma Norte,38931744,Sergio,,Cuauhtémoc,19.42011,-99.16347,Entire home/apt,21870,2,45,4/20/2019,2.88,1,172
24173793,Casa Teo by Enrique Olvera,176268926,CASA TEO By Enrique Olvera,,Miguel Hidalgo,19.43459,-99.18628,Entire home/apt,21793,3,16,5/26/2019,1.57,3,58
22087718,"Luxurious & New Penthouse 9,200 ft2 Best location",161352023,Jennifer,,Miguel Hidalgo,19.43563,-99.19459,Entire home/apt,21392,2,0,,,2,360
28034464,12 habitaciones en una bella casa con jardines,70937648,Victor,,Cuauhtémoc,19.44915,-99.16132,Entire home/apt,19996,1,0,,,16,198
32412597,ROOF 44,84611483,Adrian,,Benito Juárez,19.40039,-99.16168,Entire home/apt,19996,1,2,5/21/2019,1.5,1,360
10765942,,55677877,Humberto Enrique,,Miguel Hidalgo,19.40031,-99.17431,Private room,19117,1,0,,,1,365
18532676,Recámara práctica. Metro cercano,128664843,Juan,,Azcapotzalco,19.49605,-99.19432,Private room,19117,1,0,,,1,365
22547371,Condesa´s 8BR/8BA in 4 Apts @same building,61276494,Caste,,Cuauhtémoc,19.41496,-99.1796,Entire home/apt,19117,2,1,1/9/2019,0.18,7,309
26042640,Gigantic ! 4 Bedrooms,10764020,Kike,,Cuauhtémoc,19.42056,-99.17203,Entire home/apt,19117,1,2,1/7/2019,0.35,44,365
27632458,Casa Doña Carola,4132232,Casas Los Dones,,Coyoacán,19.3477,-99.17518,Entire home/apt,19117,2,0,,,7,312
31800544,¡Bienvenido a su casa en La Ciudad de México!,21210485,Jessica,,Tlalpan,19.27647,-99.219,Entire home/apt,18008,1,1,2/23/2019,0.25,1,179
35733703,Tranquilo y Amplio Departamento,267131488,Georgina,,Benito Juárez,19.39438,-99.15322,Entire home/apt,17588,3,0,,,2,365
14664559,Polanco | 2 Apartments 1 Building,10764020,Kike,,Miguel Hidalgo,19.42694,-99.19295,Entire home/apt,17205,1,2,5/4/2018,0.13,44,358
26601700,"Mexico City - Condesa, Private Room 2",12807218,Marco,,Cuauhtémoc,19.40667,-99.16917,Private room,16249,2,1,2/25/2019,0.25,2,83
31559627,Downtown CDMX plush for up to 50 ppl,4448934,John,,Cuauhtémoc,19.43895,-99.13475,Entire home/apt,15294,2,0,,,45,333
1839523,Room in Mexico City,9614284,José Luis,,Venustiano Carranza,19.41978,-99.09689,Private room,15007,1,0,,,1,0
22390066,Have Rooftop BBQs with Views Across a Trendy Neighborhood,61276494,Caste,,Cuauhtémoc,19.41501,-99.17983,Entire home/apt,14452,2,4,4/28/2019,0.38,7,217
12865834,Ciudad de Mexico State of the Art HOUSE in Polanco,42940416,Enrique,,Miguel Hidalgo,19.43311,-99.19925,Entire home/apt,14338,7,1,2/27/2019,0.25,1,365
21798352,"Amazing renewed 20th century house in ""La Roma""",158854169,Gabriel,,Cuauhtémoc,19.41277,-99.15607,Entire home/apt,14338,1,57,6/20/2019,2.94,1,282
35907796,Rento apartamento completamente amueblado x mes.,270083501,Omar,,Benito Juárez,19.3777,-99.14329,Entire home/apt,14204,1,0,,,1,86
34751621,Casa de lujo con alberca cerca de Condesa y Roma,102255150,Marco Antonio,,Benito Juárez,19.39464,-99.16002,Entire home/apt,13994,1,0,,,1,325
34977990,HOSPEDAJE GRUPOS GRANDES PARA 25 PERSONAS 30 MAX !,229245001,Carlos,,Venustiano Carranza,19.41846,-99.07796,Entire home/apt,13994,1,0,,,8,364
22385638,The BLUE house- Huge house 22 pax  with PATIO,8961760,Cristy,,Cuauhtémoc,19.41214,-99.1733,Entire home/apt,13764,2,23,5/27/2019,1.41,5,349
13084548,"CDMX Group Stay 12pax, 6 bedrooms.",10764020,Kike,,Miguel Hidalgo,19.42951,-99.19233,Entire home/apt,13382,1,14,2/18/2019,0.41,44,351
27202703,OM HOME—Renovated '50s Home Above Condesa Yoga School,3057917,Marcos,,Cuauhtémoc,19.40397,-99.17056,Entire home/apt,13382,2,20,6/19/2019,1.87,6,320
27675432,7BR/7BA House in Condesa. Air Conditioning.,208877264,Zamora 117,,Cuauhtémoc,19.41463,-99.17793,Entire home/apt,13382,2,11,6/10/2019,2.73,15,290
34712540,"Downtown Suite, 2 BDR, 6 Pax + Private Terrace",261774954,Angélica,,Cuauhtémoc,19.43539,-99.15393,Private room,13382,1,0,,,1,0
18373824,Rento Departamento a 900 m Antara,49735631,Jorge,,Miguel Hidalgo,19.44404,-99.19566,Entire home/apt,13152,2,42,5/17/2019,1.65,15,324
24608395,Chihuahua,162501288,Benjamín,,Cuauhtémoc,19.41933,-99.15576,Private room,13114,3,1,6/16/2018,0.08,1,364
24768799,Walking from Six Flags! English fluently spoken,175338710,Eric,,Tlalpan,19.29146,-99.21837,Entire home/apt,12866,2,4,4/20/2019,0.51,2,323
22262730,6BR/6BA+ Roofgarden in 3 apartments @ Condesa,3149134,Abril,,Cuauhtémoc,19.41219,-99.18083,Entire home/apt,12560,3,9,3/25/2019,0.58,6,268
16913174,Apartamento con 3 recamaras 1 baño,112925957,Sofia,,Cuauhtémoc,19.41436,-99.17564,Private room,12426,1,0,,,2,180
23311871,Amplias Habitaciones en ciudad de mexico,94025865,Laura,,Cuauhtémoc,19.43416,-99.16505,Private room,12120,1,9,5/21/2019,1.21,2,267
29990568,Departamento en excelente zona,225445582,Katia,,Benito Juárez,19.40224,-99.15632,Entire home/apt,12005,1,0,,,1,177
20633864,✮Condesa Studio safe + centric location❤,53165048,Héctor,,Cuauhtémoc,19.41262,-99.17731,Entire home/apt,11853,2,121,6/13/2019,5.48,5,314
24151639,Live an Artistic Experience in High Design House,131935733,Deco,,Cuauhtémoc,19.42074,-99.15916,Entire home/apt,11853,1,17,5/27/2019,1.34,14,241
15145820,La Casita de Coyoacán (Casa completa 21 huéspedes),96060539,La Casita De Coyoacán,,Coyoacán,19.35012,-99.15169,Entire home/apt,11585,1,14,5/12/2019,0.91,1,312
22329567,La Condesa: huge an incredible house. Best area!,8995867,Abdeel,,Cuauhtémoc,19.41358,-99.17369,Entire home/apt,11470,2,5,5/19/2019,0.38,7,330
27675796,6BR/6BA in 5 Private Units at Condesa house.,208877264,Zamora 117,,Cuauhtémoc,19.41575,-99.17948,Entire home/apt,11470,2,3,2/18/2019,0.58,15,295
30065506,Selina Mexico City Apartment 202,225934240,Selina,,Cuauhtémoc,19.42775,-99.14257,Entire home/apt,11470,7,3,2/24/2019,0.67,21,310
30107534,Selina Mexico City Deluxe Apartment 204,225934240,Selina,,Cuauhtémoc,19.42644,-99.14114,Entire home/apt,11470,7,0,,,21,312
30121516,Selina Mexico City Deluxe Apartment 203,225934240,Selina,,Cuauhtémoc,19.42612,-99.14171,Entire home/apt,11470,7,0,,,21,312
30123071,Selina Mexico City Apartment 205,225934240,Selina,,Cuauhtémoc,19.42671,-99.1404,Entire home/apt,11470,1,0,,,21,312
30123183,Selina Mexico City Apartment 207,225934240,Selina,,Cuauhtémoc,19.42736,-99.14233,Entire home/apt,11470,1,0,,,21,312
30123219,Selina Mexico City Deluxe Apartment 209,225934240,Selina,,Cuauhtémoc,19.42776,-99.14262,Entire home/apt,11470,1,0,,,21,0
30126863,Selina Mexico City Deluxe Apartment 211,225934240,Selina,,Cuauhtémoc,19.42612,-99.14028,Entire home/apt,11470,1,0,,,21,312
30127970,Selina Mexico City Apartment 213,225934240,Selina,,Cuauhtémoc,19.42797,-99.14027,Entire home/apt,11470,1,0,,,21,312
30129173,Selina Mexico City Deluxe Apartment 215,225934240,Selina,,Cuauhtémoc,19.42763,-99.14027,Entire home/apt,11470,1,0,,,21,312
30129320,Selina Mexico Deluxe Apartment 217,225934240,Selina,,Cuauhtémoc,19.42768,-99.14084,Entire home/apt,11470,1,0,,,21,312
30129905,Selina Mexico City Deluxe Apartment 219,225934240,Selina,,Cuauhtémoc,19.4267,-99.14199,Entire home/apt,11470,1,1,2/17/2019,0.23,21,312
30130269,Selina Mexico City Apartment 301,225934240,Selina,,Cuauhtémoc,19.4265,-99.14054,Entire home/apt,11470,1,0,,,21,312
30130488,Selina Mexico City Deluxe Apartment 303,225934240,Selina,,Cuauhtémoc,19.42759,-99.14055,Entire home/apt,11470,1,0,,,21,312
30130620,Selina Mexico Deluxe Apartment 307,225934240,Selina,,Cuauhtémoc,19.42613,-99.14092,Entire home/apt,11470,1,0,,,21,312
30231308,208 Deluxe Studio Standard,225934240,Selina,,Cuauhtémoc,19.42763,-99.14041,Entire home/apt,11470,7,0,,,21,312
31331220,Selina Mexico City Deluxe Apartment 304,225934240,Selina,,Cuauhtémoc,19.42813,-99.14045,Entire home/apt,11470,1,0,,,21,312
31413257,Selina Mexico City Deluxe Apartment 206,225934240,Selina,,Cuauhtémoc,19.42585,-99.14111,Entire home/apt,11470,1,0,,,21,312
31413634,Selina Mexico City Deluxe Apartment 210,225934240,Selina,,Cuauhtémoc,19.42812,-99.14199,Entire home/apt,11470,1,0,,,21,312
31414845,Selina Mexico City Apartment 212,225934240,Selina,,Cuauhtémoc,19.42678,-99.141,Entire home/apt,11470,7,0,,,21,312
31415081,Selina Mexico City Apartment 214,225934240,Selina,,Cuauhtémoc,19.42811,-99.14099,Entire home/apt,11470,1,0,,,21,312
15345056,Top location-twin bed-private bathroom-garden-desk,78820030,Jorge,,Álvaro Obregón,19.34661,-99.1944,Private room,11279,1,38,7/2/2018,1.16,3,339
12761817,Habitación con cama y baño propio,45561791,Paola,,Miguel Hidalgo,19.44448,-99.20168,Private room,10992,1,0,,,1,0
19565986,Nice Room w/private bathroom in CDMX Roma Norte,23931949,Javier,,Cuauhtémoc,19.4235,-99.16058,Private room,10801,1,34,6/18/2019,3.79,2,14
23418732,R&A  ESPECTACULAR DEPARTAMENTO DOBLE!,171322637,Zlata,,Miguel Hidalgo,19.43536,-99.19674,Entire home/apt,10801,3,1,9/3/2018,0.1,3,142
20168949,Private apartment 15 min to downtown,139333532,Barbara,,Benito Juárez,19.38903,-99.13437,Entire home/apt,10667,2,12,3/17/2019,0.52,2,365
20698126,Cuarto con Baño Propio en Polanco M2,28628593,Sabine Y Eduardo,,Miguel Hidalgo,19.44254,-99.20068,Private room,10648,1,29,3/15/2019,1.36,18,0
13031092,Departamento amueblado,67978880,Hugo,,Benito Juárez,19.36448,-99.14986,Private room,10514,1,0,,,1,364
16874483,Victory | Design+Luxury+Location,10764020,Kike,,Miguel Hidalgo,19.43667,-99.20554,Entire home/apt,10514,1,6,12/30/2018,0.2,44,364
26868149,Apto. en complejo residencial en Del Valle Norte,202068677,Pamela,,Benito Juárez,19.39944,-99.16337,Entire home/apt,10495,1,0,,,1,365
23277467,4 apartments in la Condesa for up to 26 people,2323816,Sonora,,Cuauhtémoc,19.41526,-99.16882,Entire home/apt,10400,3,14,6/2/2019,1.01,7,232
18810999,Hakunamatata Depa a 5 minutos de la Condesa,13832561,Fuen,,Miguel Hidalgo,19.41428,-99.18361,Private room,10285,1,1,7/16/2017,0.04,1,364
34368615,Comfort de Tokio,259470115,Joe,,Cuauhtémoc,19.42254,-99.17399,Private room,10132,1,0,,,1,180
18907755,Rascacielito,130609224,Eldoce,,Cuauhtémoc,19.43223,-99.16894,Entire home/apt,9998,3,0,,,1,179
22619437,NO DISPONIBLE,155443398,Luis,,Benito Juárez,19.36718,-99.15625,Private room,9998,1,0,,,4,0
26230689,Suites Merida,183727666,Wendolynne,,Cuauhtémoc,19.41319,-99.15632,Private room,9998,1,59,4/28/2019,5.57,1,353
27197106,Amo Polanco,48106570,Alex,,Miguel Hidalgo,19.43631,-99.19976,Entire home/apt,9998,2,4,12/2/2018,0.5,14,172
28542067,Hermosa casa porfiriana en el corazón de la Roma,213757239,Luis Ernesto,,Cuauhtémoc,19.40359,-99.16413,Entire home/apt,9998,1,2,3/11/2019,0.27,6,269
33375915,Casa Confraterna,251434210,Evelin,,Iztacalco,19.40053,-99.12278,Entire home/apt,9998,1,0,,,1,179
34086763,Alquilo habitación x 1 mes,107293823,Hernan,,Benito Juárez,19.39632,-99.14588,Private room,9998,1,0,,,1,0
27610749,Luxurious fully equipped Villa in a secure area,179081031,Julian,,Coyoacán,19.33893,-99.16568,Entire home/apt,9941,1,1,12/24/2018,0.16,6,364
32694062,Espacio de Piedra,245827729,Andrés,,Xochimilco,19.26385,-99.1374,Entire home/apt,9941,1,0,,,1,64
5203005,Cool Appartment in a Chic Quartier,1011491,Tania,,Tlalpan,19.30908,-99.22499,Private room,9558,1,0,,,1,365
11670193,Woodrow Suite,12389380,Olivia,,Cuauhtémoc,19.43604,-99.13818,Entire home/apt,9558,3,60,5/8/2019,1.65,8,349
13957555,ajusco,83131284,Luis,,Tlalpan,19.19252,-99.16729,Entire home/apt,9558,1,0,,,1,0
18451165,Excelente cuarto zona sur CDMX,126914120,Israel,,Benito Juárez,19.36122,-99.15239,Shared room,9558,1,0,,,1,365
19174690,Coyoacán centro historico,134099022,Francisco,,Coyoacán,19.34912,-99.15323,Private room,9558,1,0,,,1,365
19587113,2BR Oasis,137675861,Carlos,,Miguel Hidalgo,19.40597,-99.18583,Entire home/apt,9558,15,0,,,1,365
22686054,Super Luxurious apartment in heart of Polanco,16996938,Damian,,Miguel Hidalgo,19.431,-99.19778,Entire home/apt,9558,3,0,,,1,0
28613187,Habitación súper bien ubicada en Col. del Valle,37520395,Virginia,,Benito Juárez,19.37085,-99.1774,Private room,9558,2,2,11/16/2018,0.25,4,319
6026652,Big House @ Condesa for 30 Guest,10917267,,,Cuauhtémoc,19.41212,-99.17802,Entire home/apt,9520,1,8,3/31/2019,0.17,43,40
20759492,Two Exquisite Large Apartments and Roof Garden in La Condesa,61276494,Caste,,Cuauhtémoc,19.41558,-99.17956,Entire home/apt,9501,2,6,2/25/2019,0.3,7,225
8105125,5 Loft Suites in La Roma Arranged Like Mini Boutique Hotel,5424904,Walter,,Cuauhtémoc,19.41795,-99.16361,Entire home/apt,9463,2,81,6/2/2019,1.82,1,316
27676320,5 fully equipped private units in Condesa house.,208877264,Zamora 117,,Cuauhtémoc,19.41446,-99.17804,Entire home/apt,9463,2,0,,,15,295
11258451,Art Deco Home. 3 Apartments in 1.,5974590,Chris,,Cuauhtémoc,19.40346,-99.16684,Entire home/apt,9367,1,55,6/2/2019,1.43,16,348
15128497,"Live Mexico from Boutique Cozy, Friendly B&B- La Palomilla",10014804,La Palomilla,,Cuauhtémoc,19.41719,-99.17368,Entire home/apt,9176,2,21,5/19/2019,0.65,5,324
19222311,"Cozy apartment-art studio in La Juárez, CDMX",130123505,Eugenio,,Cuauhtémoc,19.42903,-99.15393,Private room,9081,1,0,,,1,0
13157322,Rento cuarto amueblado - Santa Fe DF (9000mxn/mes),52028301,Luis,,Cuajimalpa de Morelos,19.35684,-99.27565,Private room,9004,1,0,,,1,0
28289131,Vivienda independiente en Ciudad de México.,59092693,Mario,,Cuajimalpa de Morelos,19.36764,-99.26684,Entire home/apt,9004,1,0,,,1,52
30184071,Residencia Privada Coyoacán,226749999,Jose Luis,,Coyoacán,19.32394,-99.13602,Entire home/apt,9004,2,0,,,1,89
30354048,Sophisticated Penthouse in the Heart of Polanco,9988682,Rodrigo,,Miguel Hidalgo,19.4296,-99.20286,Entire home/apt,9004,2,22,6/13/2019,3.44,16,70
33251108,"Casa de las Buganvilias, Emerson 7",51960310,Enrique,,Miguel Hidalgo,19.43676,-99.18979,Entire home/apt,9004,3,0,,,5,356
33910274,Hermosa Casona Mexicana rodeada de naturaleza.,123228935,Chucho,,Xochimilco,19.21312,-99.08606,Private room,9004,1,0,,,1,90
35831285,Casa con carácter en  San Miguel Chapultepec,46981156,Jimena,,Miguel Hidalgo,19.41268,-99.18251,Private room,9004,2,0,,,4,296
19272056,Comfortable apartment in Reforma-CDMX,134953953,Eunice,,Cuauhtémoc,19.445,-99.13698,Entire home/apt,8851,1,37,4/12/2019,1.66,2,349
13031320,Gorgeous Condesa Home and Garden,614099,Danyra,,Cuauhtémoc,19.40737,-99.17881,Entire home/apt,8756,1,96,6/8/2019,2.54,1,321
11145247,STUDIOS & SUITES IN MIDTOWN C♡NDESA / GROUPS ONLY!,35406862,Thor,,Cuauhtémoc,19.4109,-99.16955,Private room,8603,1,1,2/25/2018,0.06,18,365
13200697,"Sit out on the Balcony of this Chic, Renovated Atelier",72969330,Nathalie,,Miguel Hidalgo,19.43124,-99.18278,Entire home/apt,8603,1,35,5/27/2019,0.97,23,322
13398757,AMAZING HOUSE IN THE HEART OF POLANCO-MEXICO,75283734,Alejandro,,Miguel Hidalgo,19.42935,-99.18949,Entire home/apt,8603,8,0,,,1,89
14881292,Polanco Pearl | Pool | Gym | 3BR,10764020,Kike,,Miguel Hidalgo,19.43022,-99.19232,Entire home/apt,8603,1,27,3/1/2019,0.82,44,174
15220481,Groups for 18 people,22931264,Chio & Alejandro,,Cuauhtémoc,19.41525,-99.15808,Entire home/apt,8603,3,4,3/25/2019,0.14,13,364
15816189,Beautiful House in the heart of the city !,102373818,Regina,,Coyoacán,19.34542,-99.16056,Entire home/apt,8603,1,12,6/17/2019,0.4,7,365
18038519,Cuarto amueblado cerca de Carso,99807499,Lola,,Miguel Hidalgo,19.44591,-99.20122,Private room,8603,1,0,,,1,365
18584488,Private Condesa house in calm street with pool,123125285,Adél,,Cuauhtémoc,19.4116,-99.17706,Entire home/apt,8603,2,15,6/2/2019,0.58,4,351
21853264,Agradable Habitación,1809368,Flor,,Coyoacán,19.34888,-99.1278,Private room,8603,1,0,,,5,365
22547167,4BR 4BA w/Roofgarden in 2 beautiful apts @Condesa,3149134,Abril,,Cuauhtémoc,19.41227,-99.18088,Entire home/apt,8603,3,3,12/6/2018,0.23,6,284
35573972,Great Lux  P.H up to 12 peoples & Best location,261857354,Enrique,,Cuauhtémoc,19.41935,-99.16551,Entire home/apt,8603,1,0,,,7,365
35799308,Casa Glam en el Barrio más exclusivo de CDMX,7881001,Daph & Al,,Miguel Hidalgo,19.42407,-99.2208,Entire home/apt,8603,1,0,,,4,87
16359492,"Nima, Local House Hotel",107130392,Nima,,Cuauhtémoc,19.41865,-99.16248,Private room,8526,1,4,11/19/2017,0.15,1,259
16124645,"Excellent room, Excellent location",105161951,Mary,,Cuauhtémoc,19.428,-99.15509,Private room,8278,2,0,,,1,365
27105381,"CONDESA CASA 5 CUARTOS 5 BAÑOS,  PRIVACIDAD",69228612,Jorge,,Cuauhtémoc,19.41127,-99.17716,Entire home/apt,8239,1,1,10/7/2018,0.11,6,365
8185711,Habitación en la Col. San Rafael,43180770,Jose Luis,,Cuauhtémoc,19.43916,-99.15702,Private room,8201,1,0,,,1,365
25033397,Double PH for party of up to 12! Centrally located,18473469,Victor,,Miguel Hidalgo,19.42731,-99.17624,Entire home/apt,8201,3,28,6/9/2019,2.39,5,149
24207850,Penthouse Acapulco,182488173,Ivan,,Cuauhtémoc,19.42518,-99.15956,Entire home/apt,8048,1,20,4/11/2019,1.35,4,0
17152242,Relaxing OASIS Huge house 22 pax PATIO condesa 7BR,10917267,,,Cuauhtémoc,19.41135,-99.17632,Entire home/apt,8029,1,67,6/9/2019,2.45,43,61
20015611,Elegant Art Deco Home with Garden in Condesa,137674060,Sophie,,Cuauhtémoc,19.4065,-99.17541,Entire home/apt,8029,2,11,11/29/2018,0.57,1,351
35130269,Comodo y amplio departamento en Miyana Polanco,264323870,Andrea,,Miguel Hidalgo,19.43856,-99.20013,Entire home/apt,8029,2,0,,,4,105
20139143,Cozy Private Room,143230814,Antonieta,,Benito Juárez,19.37169,-99.17955,Private room,7991,2,70,6/14/2019,3.09,1,358
24392512,Departamento en Polanco cerca de Antara,30791319,Sharon,,Miguel Hidalgo,19.4376,-99.20017,Entire home/apt,7991,2,3,10/25/2018,0.32,2,364
26625675,"Departamento de lujo , estilo minimalista",200149174,Julian,,Miguel Hidalgo,19.42944,-99.20939,Entire home/apt,7991,2,1,7/17/2018,0.09,1,364
35157156,"Habitación ,cerca de Universidad UNAM e ITAM",178267752,Graciela,,Álvaro Obregón,19.3408,-99.20068,Private room,7838,1,0,,,3,88
35157753,Habitación Cerca de Universidad ITAM y UNAM,178267752,Graciela,,Álvaro Obregón,19.34184,-99.20051,Private room,7838,1,0,,,3,88
21120374,Departamento OHIO 20,152159495,Allan,,Benito Juárez,19.39805,-99.17229,Private room,7800,5,0,,,1,0
33197935,Beautiful townhouse in the heart of Polanco,249636497,Cesar,,Miguel Hidalgo,19.43253,-99.20118,Entire home/apt,7800,2,2,5/6/2019,0.71,1,162
15359683,Habitación en Roma Sur,98038382,Magda,,Cuauhtémoc,19.40304,-99.16566,Private room,7723,30,0,,,1,362
4099823,"We share our place- small, but cute",10833117,Ilse,,Benito Juárez,19.38421,-99.1778,Shared room,7647,1,0,,,1,365
12987905,Rento Habitación semi amueblada,71539829,Menfi,,Miguel Hidalgo,19.4523,-99.21294,Private room,7647,1,0,,,1,365
13234994,Inmejorables vistas en la Ciudad de Mexico,2337914,Enrique,,Cuauhtémoc,19.42545,-99.17316,Entire home/apt,7647,1,0,,,9,296
16220104,"The Best Location in Polanco Presidente
Masarik!",105975568,Francisco,,Miguel Hidalgo,19.43166,-99.20422,Entire home/apt,7647,2,28,4/26/2019,0.98,1,345
18649936,Lush Views of Parque Mexico from an Expansive Balcony,72969330,Nathalie,,Cuauhtémoc,19.41498,-99.16849,Entire home/apt,7647,1,30,5/27/2019,1.23,23,304
20475289,"Relaxing ""OASIS"" Huge house 22 pax condesa 7BR",136277876,Ama,,Cuauhtémoc,19.41185,-99.17633,Entire home/apt,7647,1,8,11/5/2018,0.46,4,61
26065079,Departamento cerca del aeropuerto  cómodo y seguro,195889151,Isaac,,Iztacalco,19.4117,-99.06095,Entire home/apt,7647,2,8,6/2/2019,1.1,1,362
26521279,Studio / Forum,24620015,Victoria,,Cuauhtémoc,19.41273,-99.1401,Entire home/apt,7647,1,0,,,1,364
27676515,4 fully equipped private units in Condesa house.,208877264,Zamora 117,,Cuauhtémoc,19.41627,-99.178,Entire home/apt,7647,2,1,5/25/2019,1,15,294
27703025,3 Units/4 BR/4BA in Condesa house.,208877264,Zamora 117,,Cuauhtémoc,19.41569,-99.17845,Entire home/apt,7647,2,0,,,15,295
30892306,Lindo apartamento completo colonia Del Valle CDMX,142221140,Rauli,,Benito Juárez,19.37691,-99.16539,Entire home/apt,7647,2,13,6/9/2019,3.05,1,316
31651476,Great and cozzy apartment in best Miyana Polanco,237313350,Maria Andrea,,Miguel Hidalgo,19.43866,-99.19839,Entire home/apt,7647,2,6,6/10/2019,1.42,6,107
34802925,Bird’s View | 2 Penthouses in the same building,134946923,Luis Carlos,,Cuauhtémoc,19.42508,-99.17028,Entire home/apt,7647,1,0,,,28,365
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.4143,-99.18042,Entire home/apt,7628,2,79,5/29/2019,1,1,164
19247387,The Ibsen,64709036,Sean,,Miguel Hidalgo,19.42988,-99.20219,Entire home/apt,7628,1,2,3/10/2019,0.25,4,353
26522309,Villa Del Palmar Cancun 1 Bedroom Suite,199475688,Veronika,,Tlalpan,19.28799,-99.22003,Private room,7628,7,0,,,1,180
16739684,Chic Apartment with a Gym and Views of Forest and City,5974590,Chris,,Miguel Hidalgo,19.42814,-99.19131,Entire home/apt,7551,1,55,6/12/2019,1.92,16,352
27907744,PRECIOSO ESPACIO EN EL CORAZÓN DE LAS LOMAS!,139764066,Iván,,Miguel Hidalgo,19.42417,-99.22044,Entire home/apt,7551,1,0,,,1,90
15342710,Bella y acogedora suite cerca de Masaryk,97827451,Jesus,,Miguel Hidalgo,19.43118,-99.19518,Private room,7494,2,0,,,1,365
27547808,CASA ENTERA EN CONDESA   5  HABITACIONES DE LUJO,55159811,Jorge,,Cuauhtémoc,19.41134,-99.17597,Entire home/apt,7494,1,5,2/18/2019,0.54,8,362
33378007,5 recamaras en la mejor zona hotelera de mexico,27603987,Noemi,,Miguel Hidalgo,19.42595,-99.19081,Entire home/apt,7494,2,6,5/31/2019,2.47,3,130
14992146,Habitación cómoda y céntrica para estancias cortas,47299343,Huematzin,,Cuauhtémoc,19.43793,-99.16001,Private room,7475,1,0,,,1,88
10073688,PRIME 3BR  next to Hyatt Hotel,10764020,Kike,,Miguel Hidalgo,19.42847,-99.194,Entire home/apt,7456,1,80,6/10/2019,1.98,44,341
23626001,Incredible Loft 2 bedroom in Polanco with garden,149129500,Juan,,Miguel Hidalgo,19.43278,-99.19693,Entire home/apt,7456,2,1,12/6/2018,0.15,1,0
