id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11777641,"Cozy,modern,1blockaway from REFORMA",62706683,Gina  & Alberto,,Cuauhtémoc,19.42715,-99.17514,Entire home/apt,1147,4,48,2/24/2019,1.26,1,176
12068374,A green view in Polanco,3667025,Edgar,,Miguel Hidalgo,19.43584,-99.1899,Entire home/apt,1147,2,3,2/15/2018,0.17,1,110
12114461,Apartament at historic center mexico,64688993,Lu,,Cuauhtémoc,19.42566,-99.13756,Entire home/apt,1147,1,47,5/5/2019,1.23,2,338
12155220,CONDESA - Great two bedroom apartment,3587788,Eduardo,,Cuauhtémoc,19.40298,-99.17013,Entire home/apt,1147,2,14,4/29/2018,0.36,2,235
12169908,La Roma: Well Located + Carpark,43220231,Lilia,,Cuauhtémoc,19.41962,-99.16998,Entire home/apt,1147,2,27,5/28/2019,0.7,1,90
12176771,Beautiful Apt near La Condesa.,2025767,Rodrigo,,Miguel Hidalgo,19.40018,-99.17867,Entire home/apt,1147,2,19,3/3/2019,0.49,2,122
12453709,"LOFT PH. ZONA POLANCO/LOMAS ""PH01-C""",47665322,Rocio,,Miguel Hidalgo,19.43473,-99.21172,Entire home/apt,1147,1,65,5/25/2019,1.72,13,359
12854751,"Nice LOFT, Best Business & Tourism",26005047,Michelle,,Miguel Hidalgo,19.43099,-99.19212,Entire home/apt,1147,2,82,5/31/2019,2.18,3,364
13083251,"Centrally located, luxurious & secure near to WTC",29671026,Víctor Eugenio,,Benito Juárez,19.39593,-99.17254,Entire home/apt,1147,2,42,5/19/2019,1.14,1,312
13115793,Beautiful 50's Building / 3 Bedrooms Apartment,2781910,Cristian,,Cuauhtémoc,19.42069,-99.15557,Entire home/apt,1147,2,0,,,2,0
13221271,Boutique Hostel lifestyle for Groups!,35406862,Thor,,Cuauhtémoc,19.42704,-99.1356,Shared room,1147,1,0,,,18,363
13376361,La Casa Azul,15607965,Carla,,Coyoacán,19.35058,-99.15326,Entire home/apt,1147,4,27,12/31/2018,0.81,2,310
13653458,"LOFT PH. ZONA POLANCO/LOMAS  ""PH02-C""",47665322,Rocio,,Miguel Hidalgo,19.43312,-99.21301,Entire home/apt,1147,1,116,6/6/2019,3.29,13,357
13787897,Departamento en Centro Historico increible,64688993,Lu,,Cuauhtémoc,19.42548,-99.13687,Entire home/apt,1147,1,89,5/31/2019,2.56,2,338
13800281,"DESIGNER STUDIO, BEST LOCATION AT ZONA ROSA :D",57063980,Alex,,Cuauhtémoc,19.42753,-99.16609,Entire home/apt,1147,3,105,5/27/2018,2.94,1,0
13900019,Brand new loft at Condesa Neighbourhood.,20618830,Ivan,,Cuauhtémoc,19.41612,-99.17677,Entire home/apt,1147,3,87,4/30/2019,2.46,1,174
13972239,Private Room in cozy Aparment  in Polanco Zone,83299424,Mónica,,Miguel Hidalgo,19.43612,-99.17856,Private room,1147,1,2,11/6/2017,0.09,1,0
14187509,Beautiful apartment in Polanco,37742252,Moises,,Miguel Hidalgo,19.43689,-99.18656,Entire home/apt,1147,1,49,2/24/2019,1.43,6,328
14488253,Departament en zona de hospitales / Tlalpan centro,34272793,Oscar,,Tlalpan,19.28333,-99.16424,Entire home/apt,1147,7,17,5/3/2019,0.54,6,190
14856716,"Beautiful, Cozy and Quiet Loft at La Roma!",25410924,Mariana,,Cuauhtémoc,19.41197,-99.16508,Entire home/apt,1147,1,151,6/6/2019,4.42,1,121
15061172,Depto cama inflable y sofá,92059618,Giovani,,Álvaro Obregón,19.36725,-99.21735,Shared room,1147,1,0,,,1,363
15070723,Top Location Deluxe Apartment in Letran Valle,45912316,Francisco,,Benito Juárez,19.37447,-99.15883,Entire home/apt,1147,1,35,5/26/2019,1.04,6,357
15223036,Lomas de Chapultepec. Excelente ubicación,48595157,Rafael,,Miguel Hidalgo,19.42246,-99.22646,Private room,1147,2,0,,,1,20
15268846,Centric apartment - home away from home,18887538,Jose R,,Cuauhtémoc,19.43139,-99.16521,Entire home/apt,1147,4,25,6/9/2019,0.92,1,288
15329672,ZONA ROSA COOL STUDIO,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.425,-99.16599,Entire home/apt,1147,1,67,5/21/2019,2.04,16,359
15570917,Una habitacion compatida en ciudad.,100296613,Luis,,Miguel Hidalgo,19.3999,-99.19059,Private room,1147,1,0,,,1,364
16269488,"PH11. Great Penthouse, best area!",4452979,Karen,,Cuauhtémoc,19.42662,-99.16066,Entire home/apt,1147,2,68,6/2/2019,2.39,1,26
16517124,Lindo Departamento,76045139,Roberto,,Coyoacán,19.34931,-99.12453,Entire home/apt,1147,2,34,4/21/2019,1.14,1,90
16552600,Cerca de Polanco y Centro de la CDMX. Excelente!!!,67493891,Aldo,,Miguel Hidalgo,19.44424,-99.17547,Private room,1147,2,64,5/19/2019,2.3,1,355
16560144,Cozy and comfortable apartment next to La Condesa,93771563,Guillermo,,Miguel Hidalgo,19.40254,-99.17303,Entire home/apt,1147,2,56,6/14/2019,1.92,1,135
16631187,Conviniently located apartment in Roma Sur,109849801,Santiago,,Cuauhtémoc,19.40266,-99.16754,Entire home/apt,1147,3,74,6/15/2019,2.51,1,144
16635254,Authentic experience in THE HISTORIC CENTRE,32658731,Mariana,,Cuauhtémoc,19.42798,-99.13771,Entire home/apt,1147,3,50,6/3/2019,1.91,1,287
16651024,A Place at Mexico City's Coolest Neighborhood,60973249,Javier,,Cuauhtémoc,19.42121,-99.15776,Private room,1147,1,1,2/19/2017,0.04,1,89
16742066,Beautiful apartment in Condesa,111057374,Loren,,Cuauhtémoc,19.40625,-99.17409,Entire home/apt,1147,2,9,5/21/2017,0.31,1,236
16842543,"Suite Adelitas, ideal para compañeros de trabajo",92520916,Adrian,,Álvaro Obregón,19.3595,-99.1776,Private room,1147,1,2,3/18/2018,0.1,7,365
16846713,Stylish apt in the heart of Roma Norte,112180928,Greta,,Cuauhtémoc,19.41773,-99.16103,Entire home/apt,1147,2,30,4/8/2019,1.5,1,163
16964502,Modern duplex near Ángel de la Independencia,92491162,Alvaro,,Cuauhtémoc,19.42795,-99.17065,Entire home/apt,1147,2,30,5/24/2019,1.05,29,361
17343809,Amplio departamento en Popotla.,16585748,Isidro,,Miguel Hidalgo,19.45717,-99.1762,Entire home/apt,1147,1,36,3/12/2018,1.3,3,193
17420601,Deluxe beautiful apartment near Venados Park,45912316,Francisco,,Benito Juárez,19.3747,-99.15798,Entire home/apt,1147,1,42,5/19/2019,1.49,6,308
17476025,Exclusive penthouse with private terrace,4823227,Leticia,,Cuauhtémoc,19.43192,-99.15509,Entire home/apt,1147,2,33,4/28/2019,1.23,1,84
17636727,Coyoacan Centenario,119941116,Edgar,,Coyoacán,19.35253,-99.16278,Entire home/apt,1147,2,46,6/8/2019,1.85,1,181
18079226,Emblematic Building in the heart of La Roma,45797087,Lou,,Cuauhtémoc,19.42297,-99.15934,Entire home/apt,1147,2,1,4/21/2017,0.04,1,0
18377392,Rio Rhin 64,127271598,Rio Rhin 64 - Memo Y Sandra,,Cuauhtémoc,19.42991,-99.16438,Entire home/apt,1147,2,31,5/11/2019,1.29,1,78
18582606,CONDESA cozy oasis with balcony Apt.,128599852,Itzel,,Cuauhtémoc,19.40721,-99.171,Entire home/apt,1147,2,64,6/10/2019,2.53,1,270
18634849,Apartment Colonia Condesa,129466687,Francisco,,Cuauhtémoc,19.40995,-99.18089,Entire home/apt,1147,2,18,6/16/2019,0.76,1,339
18646762,King Size Room + PRIVATE BATHROOM in Polanco,1693604,Arnaud,,Miguel Hidalgo,19.42972,-99.20108,Private room,1147,2,8,9/17/2017,0.33,2,0
18969090,Casa Mesones,7323488,Jimmie,,Cuauhtémoc,19.42782,-99.13768,Entire home/apt,1147,2,36,5/5/2019,1.48,9,284
19109580,REFORMA - Brand new 2BR @ Atoyac 63 -5min to park,15052513,Miguel,,Cuauhtémoc,19.42458,-99.17461,Entire home/apt,1147,1,71,4/21/2019,2.86,9,365
19181643,Urban Loft near Condesa and Polanco,3675629,Pâté,,Miguel Hidalgo,19.42567,-99.17689,Entire home/apt,1147,3,27,5/31/2019,1.16,10,355
19347072,Prehispanic style appartment,135563596,Angelica,,Benito Juárez,19.3944,-99.14204,Private room,1147,2,10,5/6/2018,0.42,3,327
19403974,"LOFT ZONA POLANCO/LOMAS ""SP02-C""",47665322,Rocio,,Miguel Hidalgo,19.43458,-99.21121,Entire home/apt,1147,1,58,6/2/2019,2.61,13,324
19406507,BEST LOCATION! walk everywhere 3 BR CONDESA ROMA n,136048524,Mon,,Cuauhtémoc,19.40992,-99.1726,Entire home/apt,1147,1,14,4/23/2019,0.58,4,85
19417337,Amazing location & beautiful apartment,52705975,Jeza,,Cuauhtémoc,19.41751,-99.15468,Entire home/apt,1147,2,53,6/12/2019,3.15,2,325
19750039,Brand new apartment - CDMX Historic Center,139314505,City Connect,,Cuauhtémoc,19.43882,-99.13295,Entire home/apt,1147,2,75,6/17/2019,3.26,1,131
19843381,Co- living Horacio. Tu Loft el corazón de Polanco,140275401,Marcela,,Miguel Hidalgo,19.43427,-99.19004,Private room,1147,3,26,5/24/2019,1.39,3,211
19858950,Co-living Horacio Tu casa en corazón de Polanco*,140275401,Marcela,,Miguel Hidalgo,19.43322,-99.18934,Private room,1147,3,26,10/29/2018,1.2,3,224
19859541,Co-living Horacio. Your home in Polanco,140275401,Marcela,,Miguel Hidalgo,19.43354,-99.18957,Private room,1147,3,20,4/12/2019,0.98,3,0
20010520,Departamento en CD.MX. Reforma,141639029,Alejandra Magali,,Cuauhtémoc,19.43492,-99.16324,Private room,1147,3,1,9/13/2017,0.05,1,358
20695607,Beautiful apartment in Polanco area with amenities,56683939,Marco,,Miguel Hidalgo,19.44092,-99.20556,Entire home/apt,1147,2,68,6/6/2019,3.48,1,131
20728123,COZY APARTMENT 2 BLOCKS AWAY FROM CHAPULTEPEC PARK,19583522,Ana,,Miguel Hidalgo,19.41206,-99.18981,Entire home/apt,1147,2,12,3/12/2019,0.67,2,0
20742373,#Hermoso Departamento Cerca de Todo,62195083,Alejandra,,Benito Juárez,19.37325,-99.17273,Entire home/apt,1147,3,26,4/20/2019,1.31,2,189
20743941,"Beautiful spacious apartment, best location",6409991,Eddy,,Cuauhtémoc,19.4204,-99.17329,Entire home/apt,1147,2,18,4/21/2019,0.87,1,0
21008120,City Towers Grand Park CD.MX,151261631,Esther,,Benito Juárez,19.36094,-99.16177,Entire home/apt,1147,90,14,4/17/2019,0.7,1,160
21177426,Apartment in Zona Rosa,70335642,Mario,,Cuauhtémoc,19.42465,-99.1658,Entire home/apt,1147,2,66,6/17/2019,3.17,1,336
21233660,Loft en colonia Ju,153456014,Fredd,,Cuauhtémoc,19.42565,-99.16178,Entire home/apt,1147,2,7,11/6/2018,0.36,1,175
21357738,"Condesa/Roma Prime location,Mexican style 2br flat",34218304,Jorgeantonio,,Cuauhtémoc,19.41034,-99.16934,Entire home/apt,1147,2,67,6/3/2019,3.34,4,167
21488661,Big & Comfortable Apartment in Chapultepec-Condesa,147934512,Miguel Angel,,Miguel Hidalgo,19.41061,-99.18892,Entire home/apt,1147,2,38,6/20/2019,2.02,1,100
21827632,"Luminoso Dpto. Av. Amsterdam, Condesa, CDMX.",49265737,Rocío,,Cuauhtémoc,19.40986,-99.16893,Entire home/apt,1147,2,5,6/4/2019,0.26,1,296
22191896,Coozy Private room in Santa Fe,160918291,Teresa,,Cuajimalpa de Morelos,19.36353,-99.2784,Private room,1147,2,13,3/22/2019,0.77,1,97
22226210,Trendy Wonderful apt Condesa BEST LOCATION,8995867,Abdeel,,Cuauhtémoc,19.41254,-99.17368,Entire home/apt,1147,1,75,6/7/2019,4.03,7,336
22376559,Cozy apartment in excellent location (Anzures),5620559,Beto,,Miguel Hidalgo,19.42561,-99.17654,Entire home/apt,1147,1,65,5/20/2019,3.55,1,358
22495944,Annexed Malintzin,154357846,Sergio,,Coyoacán,19.35281,-99.15635,Entire home/apt,1147,3,12,10/15/2018,0.8,1,0
22544765,Industrial Loft Apartment with Roof Garden T,51753683,Sofia,,Miguel Hidalgo,19.40238,-99.17236,Entire home/apt,1147,2,91,6/16/2019,5.18,1,141
22586413,"Departamento Martha, ideal para familias",166066613,Martha,,Coyoacán,19.35395,-99.15758,Entire home/apt,1147,4,9,5/28/2018,0.55,1,0
22588077,Lomas Polanco Deluxe,133965315,Pablo,,Miguel Hidalgo,19.43402,-99.21172,Entire home/apt,1147,1,21,6/11/2019,1.21,1,158
22700965,"Acogedor Depa Nuevo tipo Suite, Vita Polanco.",45728719,José,,Miguel Hidalgo,19.44051,-99.19875,Entire home/apt,1147,2,5,3/31/2018,0.29,2,174
22735003,SUITS PRIVADA DE HORACIO,163207944,Lilian,,Miguel Hidalgo,19.43538,-99.2117,Private room,1147,1,1,4/25/2018,0.07,2,0
22882850,"Unmatchable comfort, great location W/BKFST (G9)",4448934,John,,Cuauhtémoc,19.41309,-99.17973,Entire home/apt,1147,1,3,12/12/2018,0.18,45,105
22960627,New Cozy apartment in the heart of Coyoacán,58447760,Alejandro,,Coyoacán,19.35493,-99.16436,Entire home/apt,1147,2,19,6/15/2019,3.93,3,362
23006623,Sunset ⭐️ view with a Castle. Yes in Mexico City!!,170671567,Ramón & Chicho,,Cuauhtémoc,19.41884,-99.17665,Entire home/apt,1147,2,108,6/16/2019,6.79,3,75
23090213,Business guest - Zona Rosa /Col. Juarez,171480661,Rosario,,Cuauhtémoc,19.42551,-99.16261,Private room,1147,2,6,5/11/2019,0.47,3,177
23090703,"ZONA ROSA-Business Guest, Col. Juarez",171480661,Rosario,,Cuauhtémoc,19.42387,-99.16308,Private room,1147,2,2,2/11/2019,0.39,3,177
23110558,"Green & Mint with a view, safe & clean. Great NBH.",171716426,Alexandra,,Cuauhtémoc,19.41669,-99.17885,Entire home/apt,1147,1,104,6/15/2019,6.27,4,87
23189381,Heart of Col. Del Valle - Bright & spacious Apt.,9557015,Erika,,Benito Juárez,19.38704,-99.17246,Entire home/apt,1147,2,10,6/14/2019,0.64,12,365
23381696,Sunset @10th floor w/castle view- Spectacular 5⭐️.,170671567,Ramón & Chicho,,Cuauhtémoc,19.41892,-99.17785,Entire home/apt,1147,1,107,6/18/2019,6.73,3,63
23391916,Cool room with Patio / self check in Roma Sur,7682248,Fherdinand Strasse,,Cuauhtémoc,19.40972,-99.15988,Private room,1147,2,0,,,20,360
23703856,Bonito. Adecuado para Ejecutivos y/o parejas,176279839,Roberto,,Benito Juárez,19.36095,-99.16412,Entire home/apt,1147,4,25,6/16/2019,2.01,2,327
23838491,Chichen Itza Room house in the heart of Coyoacan,171155292,Jorge,,Coyoacán,19.35272,-99.15758,Private room,1147,1,21,5/30/2019,1.51,6,309
23884039,Lindo y acogedor departamento en PB,49851026,Jorge Luis,,Coyoacán,19.33638,-99.16263,Entire home/apt,1147,2,48,6/19/2019,3.3,1,255
24336878,Enjoy the bohemian vibes @Roma Norte best location,180230936,Sinaloa 44 Guest House,,Cuauhtémoc,19.42192,-99.1664,Entire home/apt,1147,1,63,5/27/2019,4.36,7,174
24395074,Runs House,184130297,Carlos,,La Magdalena Contreras,19.31807,-99.24346,Private room,1147,1,1,9/6/2018,0.1,1,90
24492741,Apartamento moderni y céntrico,30880781,Diana,,Cuauhtémoc,19.42823,-99.15519,Entire home/apt,1147,1,1,10/16/2018,0.12,2,178
24599385,Loft ideal para pareja o ejecutivo,25078712,Alejandro,,Cuauhtémoc,19.42513,-99.17539,Entire home/apt,1147,2,24,3/25/2019,2.68,1,156
24960308,"Mexico city ❤️️Best Neighborhood, Trendy apt 5⭐️",158710400,Margarita,,Cuauhtémoc,19.4178,-99.17745,Entire home/apt,1147,1,87,6/16/2019,6.56,6,66
25134059,Great Location at Napoles CDMX,50970960,Donovan,,Benito Juárez,19.38882,-99.18001,Entire home/apt,1147,2,11,6/13/2019,0.85,2,180
25289012,"Comfy, Centric Room near Polanco",22019729,Abiel,,Miguel Hidalgo,19.43792,-99.17902,Private room,1147,1,6,9/27/2018,0.47,1,90
25422120,Camera da Marie,64636986,Mariela,,Coyoacán,19.34751,-99.15995,Private room,1147,2,0,,,1,180
25574111,"Departamento en Polanco, CDMX",192888571,Leo,,Miguel Hidalgo,19.43775,-99.19335,Entire home/apt,1147,365,0,,,1,365
25574147,Londres 212 Departamentos de lujo Chica cama king,171166310,Abdo,,Cuauhtémoc,19.42224,-99.16885,Private room,1147,1,2,5/9/2019,0.64,18,365
25843194,Modern & New Loft +Amazing Location,1105622,Luis,,Cuauhtémoc,19.42406,-99.15431,Entire home/apt,1147,2,32,6/20/2019,2.66,1,78
26167140,Charming & Cozy flat in the heart of La Roma,12724549,Juan,,Cuauhtémoc,19.41372,-99.15634,Entire home/apt,1147,2,25,6/22/2019,2.05,1,174
26257391,Stylish apartment in Nápoles,9625772,Santiago,,Benito Juárez,19.38845,-99.17918,Entire home/apt,1147,1,5,1/1/2019,0.42,1,0
26595305,Departamento Nuevo ... Estrena !!!  Guadalupe Inn,25657184,Hugo Christian,,Álvaro Obregón,19.35527,-99.18548,Entire home/apt,1147,1,40,5/30/2019,3.46,4,340
26668972,Fully Restored Amazing View Downtown Private,130190068,Gustavo,,Cuauhtémoc,19.43676,-99.13325,Entire home/apt,1147,1,38,5/27/2019,3.45,8,176
26709043,Hermoso espacio en el famoso barrio de LA CONDESA.,200826007,Josefina,,Cuauhtémoc,19.41258,-99.17865,Entire home/apt,1147,3,13,5/28/2019,1.19,1,333
26747310,Zen Place in Condesa Mexico,135375591,Joe,,Cuauhtémoc,19.40905,-99.18219,Private room,1147,2,0,,,1,0
26750122,"Quiet Penthouse, private terrace in centric area",3489283,Arthur,,Cuauhtémoc,19.43372,-99.16467,Entire home/apt,1147,4,7,6/13/2019,0.78,1,81
26778059,"SUITE FAMILIAR,EXCELENTE  UBICACIÓN",2281290,Suites,,Cuauhtémoc,19.42565,-99.16136,Entire home/apt,1147,1,10,1/2/2019,0.99,24,351
27166352,Depto Amueblado Nápoles World Trade Center WTC,178040429,Remedios,,Benito Juárez,19.39232,-99.17661,Entire home/apt,1147,1,41,6/9/2019,3.9,29,343
27230225,THE BEST APPARTMENT IN MEXICO CITY,177389679,Alberto,,La Magdalena Contreras,19.31974,-99.22713,Entire home/apt,1147,1,4,12/9/2018,0.37,3,365
27269197,Amazing 2BR Apartment N. Polanco/Soumaya Museum,205424811,Rosa Martha,,Miguel Hidalgo,19.44304,-99.209,Entire home/apt,1147,2,17,6/2/2019,1.64,1,265
27438757,Apartamento en el Corazón de la Condesa,116778877,Gabriela,,Cuauhtémoc,19.4106,-99.17901,Entire home/apt,1147,3,7,4/21/2019,0.68,1,162
27441469,Condesa Chic & Cozy Apt-A,107910740,Margarita,,Cuauhtémoc,19.40571,-99.17159,Entire home/apt,1147,2,14,6/2/2019,2.84,2,322
27929385,LOVE NEST FOR 1-2 OR 3,15791350,Luis Eduardo,,Cuauhtémoc,19.42028,-99.1604,Entire home/apt,1147,3,30,5/17/2019,3.06,5,222
28013032,ESPECTACULAR DEPARTAMENTO CARSO 13-D,47665322,Rocio,,Miguel Hidalgo,19.44449,-99.20237,Entire home/apt,1147,2,6,4/23/2019,0.62,13,354
28133394,Depto de lujo en la Juarez. Espectacular Vista.,174631090,Heydie,,Cuauhtémoc,19.42869,-99.15202,Entire home/apt,1147,2,3,11/19/2018,0.34,1,142
28255718,Two bedroom apaprtment in the heart of Polanco,99632004,Roberto,,Miguel Hidalgo,19.4318,-99.19034,Entire home/apt,1147,1,34,6/2/2019,3.57,1,36
28753975,Modern & Comfortable Sunny Apartment,164960826,Dora María,,Álvaro Obregón,19.37372,-99.25362,Entire home/apt,1147,2,34,6/16/2019,4.05,1,73
28917751,Nice apartment 4 blocks to WTC,217980240,Adriana,,Benito Juárez,19.39309,-99.16998,Entire home/apt,1147,2,11,4/23/2019,1.3,1,88
28959405,Radiant 2BR Apt| Best Location| Condesa,217428064,Tarcila,,Cuauhtémoc,19.41659,-99.1781,Entire home/apt,1147,2,3,2/24/2019,0.38,1,90
28982764,Acogedor loft en la colonia Del Valle,8203231,Jesús,,Benito Juárez,19.38289,-99.16909,Entire home/apt,1147,7,36,1/11/2019,4.12,1,53
29828902,Loft Mexico City Polanco/Lomas Chapultepec,15957190,Rafael,,Miguel Hidalgo,19.43269,-99.21328,Entire home/apt,1147,2,4,3/1/2019,0.56,1,52
29906623,DOWNTOWN super location 3 bdr,32718754,Ricardo,,Cuauhtémoc,19.4227,-99.14531,Entire home/apt,1147,4,14,6/15/2019,1.98,3,68
30293831,"Colonia Juárez, Precioso departamento de 2 recamaras con Roof Garden!!",6415281,Julia,,Cuauhtémoc,19.42689,-99.15224,Entire home/apt,1147,3,12,5/27/2019,1.93,4,334
30324028,In the hearth of Polanco great location apt.,128011770,Julio,,Miguel Hidalgo,19.43564,-99.18454,Entire home/apt,1147,2,4,3/26/2019,0.98,5,365
30341406,LOVELY 1BED/1BATH ON TRENDY AMSTERDAM AV.,48259354,Chechi,,Cuauhtémoc,19.40977,-99.16978,Entire home/apt,1147,2,10,5/28/2019,1.5,25,296
30796211,Modern 2BR 2BA apartment in front of the WTC,3919211,Victor,,Benito Juárez,19.39202,-99.17511,Entire home/apt,1147,2,30,6/9/2019,5.23,28,63
31036159,-20% new appt/Downtown stylish loft. Top location!,12451150,Javier,,Cuauhtémoc,19.42721,-99.15291,Entire home/apt,1147,1,13,5/23/2019,3.55,2,160
31121149,Loft with private terrace in the heart of Condesa,109500943,Jose Antonio,,Cuauhtémoc,19.40834,-99.17509,Entire home/apt,1147,2,36,6/17/2019,6.75,3,251
31171436,Bright & Cozy place  in the heart of Mexico City!,214048614,Abraham,,Cuauhtémoc,19.42967,-99.13665,Entire home/apt,1147,1,9,5/27/2019,1.73,1,136
31496752,"Nuevo,amplio y cómodo loft con roofgarden. La Roma",193333392,Sandra,,Cuauhtémoc,19.41934,-99.1553,Entire home/apt,1147,2,27,6/19/2019,4.94,2,344
31653782,Confortable apartamento en BeGrand Alto Polanco,237313350,Maria Andrea,,Miguel Hidalgo,19.43957,-99.1837,Entire home/apt,1147,2,6,6/9/2019,1.53,6,111
31675339,Modern Mexican Apartment Beautiful View,237508258,Daniela Y Emiliano,,Benito Juárez,19.37931,-99.15152,Entire home/apt,1147,2,4,3/18/2019,0.87,3,255
31717521,C6 Private Room in Casa Melgar,235036904,Casa,,Cuauhtémoc,19.41805,-99.17596,Entire home/apt,1147,2,14,6/10/2019,3.16,7,355
31803485,BEAUTIFUL 1BED/1BA APARTMENT ON AMSTERDAM AV.,48259354,Chechi,,Cuauhtémoc,19.41014,-99.1706,Entire home/apt,1147,2,8,5/18/2019,1.79,25,336
32016571,"Loft 1BR CIBELES, great view!",230514702,Keybnb Basic Homes,,Cuauhtémoc,19.41967,-99.16736,Entire home/apt,1147,2,11,6/13/2019,2.89,11,164
32169927,Hermoso departamento iluminado y buena ubicación,67352265,Arelia Jacive,,Coyoacán,19.35571,-99.17083,Entire home/apt,1147,2,0,,,1,365
32366921,VERY PLEASANT AND BEAUTIFUL 3 BEDROOMS SOUTH Place,65783577,Paola,,Tlalpan,19.29713,-99.13193,Entire home/apt,1147,2,3,6/15/2019,0.91,2,334
32376763,Unique 2BR Apt. Financial District / Reforma,35171526,Arturo,,Cuauhtémoc,19.42459,-99.17367,Entire home/apt,1147,2,8,6/17/2019,1.98,4,318
32403123,Cosy quiet Condesa flat overlooking Parque Mexico.,243324270,Maria Marisela,,Cuauhtémoc,19.4117,-99.16722,Entire home/apt,1147,1,5,5/23/2019,1.67,2,163
32520212,Departamento a 2 Cuadras de Reforma Apt 104,26560489,Eduardo,,Cuauhtémoc,19.43512,-99.1612,Entire home/apt,1147,2,7,5/26/2019,1.93,5,363
32780067,Room in the heart of Polanco-1 block f/ Lincoln Pk,34780430,Ivan,,Miguel Hidalgo,19.42714,-99.19791,Private room,1147,1,3,4/5/2019,0.88,1,8
32836218,Cozy apt with private patio in the heart of CDMX!,115045250,Colette,,Cuauhtémoc,19.43077,-99.16421,Entire home/apt,1147,2,7,5/6/2019,2.19,1,360
32937732,"Suite San Simón """"""""OMI"""""""" (2)",99100893,Omar,,Cuauhtémoc,19.4566,-99.13948,Entire home/apt,1147,1,1,4/13/2019,0.41,3,135
32993868,"3 Habitaciones dobles privadas, al sur de CDMX",248327191,Alejandro,,Álvaro Obregón,19.358,-99.1854,Private room,1147,1,1,5/30/2019,1,2,365
33230701,Beautiful modern apartment 4 blocks from The Angel,3333511,Franco,,Cuauhtémoc,19.43108,-99.17216,Entire home/apt,1147,1,15,6/21/2019,4.74,3,296
33342032,San Ángel Wonderful apartment 2parking/3BR/2BA,122920296,PM Host,,Álvaro Obregón,19.34223,-99.19056,Entire home/apt,1147,2,13,6/15/2019,4.81,6,343
33587945,"Beautiful private room & rooftop, epic location!",9131320,Marcela & Mafu,,Cuauhtémoc,19.4171,-99.17056,Private room,1147,1,4,5/27/2019,1.67,2,34
33618948,Downtown apartment in luxury complex - 3N 602,3919211,Victor,,Cuauhtémoc,19.43369,-99.14474,Entire home/apt,1147,2,7,6/9/2019,3.23,28,57
33664524,Polanco Subway 10 min. 4 People Condo,239144288,Maria,,Miguel Hidalgo,19.43649,-99.18367,Entire home/apt,1147,1,5,6/22/2019,2.88,1,93
33722088,Hermoso departamento cerca de la UP (2BR/2BA),55208781,Ricardo,,Benito Juárez,19.37238,-99.18593,Entire home/apt,1147,2,7,6/16/2019,3.13,1,232
33738453,ELEGANT 1 BED/1 BATH ON AMSTERDAM AV.,48259354,Chechi,,Cuauhtémoc,19.41023,-99.17137,Entire home/apt,1147,2,1,5/1/2019,0.55,25,352
33830775,Amazing View 1BR CIBELES,230514702,Keybnb Basic Homes,,Cuauhtémoc,19.42025,-99.16599,Entire home/apt,1147,2,3,6/21/2019,3,11,170
33897199,"Loft Lafayette, un Oasis en el corazón de CDMX",124157564,Keybnb,,Miguel Hidalgo,19.43242,-99.1775,Entire home/apt,1147,2,2,5/6/2019,0.98,17,63
33915568,Condesa “Chic & Cozy Apt-B”,107910740,Margarita,,Cuauhtémoc,19.40577,-99.17114,Entire home/apt,1147,2,2,6/6/2019,0.94,2,3
33944696,LOFT IDEAL Y LUMINOSO,235313042,Lalo Y Ana,,Cuauhtémoc,19.41192,-99.17691,Entire home/apt,1147,2,2,5/31/2019,0.92,6,142
34153598,Suites Polanco S204,248729033,Elena,,Miguel Hidalgo,19.43751,-99.21112,Private room,1147,30,0,,,13,177
34174185,SHINY 1BED/1 BATH ON AMSTERDAM AV.,48259354,Chechi,,Cuauhtémoc,19.41032,-99.17287,Entire home/apt,1147,2,0,,,25,358
34176074,Excelente Departamento en dos plantas,258024537,Eva,,Benito Juárez,19.37538,-99.15871,Entire home/apt,1147,1,2,5/12/2019,1.2,1,359
34205146,Suites Polanco S104,248729033,Elena,,Miguel Hidalgo,19.43593,-99.21091,Private room,1147,2,0,,,13,82
34205904,Suites Polanco S103,248729033,Elena,,Miguel Hidalgo,19.43803,-99.21126,Private room,1147,2,0,,,13,86
34446944,Trendy and comfy apartment in Condesa/Roma Norte,5055019,Alvaro,,Cuauhtémoc,19.42124,-99.16917,Entire home/apt,1147,2,2,6/2/2019,2,2,64
35119627,Botanicus. Luminous apartment with great view 5*,172939912,Amelia,,Cuauhtémoc,19.4168,-99.1778,Entire home/apt,1147,1,5,6/16/2019,5,7,67
35263224,Room w a view to Castle of Chapultepec.,47189073,Carol,,Miguel Hidalgo,19.42011,-99.17829,Private room,1147,1,0,,,1,357
35687524,DULCE HOGAR,108475636,Patricia,,Cuajimalpa de Morelos,19.36642,-99.27989,Private room,1147,2,0,,,4,365
